Word,Occurrences
shape,2
inactive,3
enterally,1
using,3
elect,2
alternative,33
injuries,19
retiree,2
wage,5
retirement,9
tablet,2
admission,12
deputy,7
guaranteed,23
exclusively,2
source,2
governmental,9
musculoskeletal,35
location,5
auditing,2
sojourning,1
guarantees,6
administrative,62
syringomyelia,5
associations,9
customers,6
victims,8
amended,36
emergency,112
monica,2
evaluate,10
myelitis,3
wives,3
matters,2
suffering,28
jacksonville,14
projects,98
confidentially,1
modifications,1
imposed,31
d,1
submission,16
analogs,2
flue,1
manifest,1
communications,3
immunization,6
individuals,319
marihuana,2
erythematosus,7
essential,6
terminology,2
inservice,6
pertaining,1
methods,48
metabolic,8
creation,52
some,3
back,4
delegation,1
amniocentesis,6
palm,3
accelerating,1
sight,3
redefining,1
modernize,1
indigent,8
delivered,1
scale,1
notification,1
affects,1
decision,1
though,6
integration,5
per,47
adoptive,1
boarded,3
eliminate,152
innovation,1
minimal,1
eyeglass,3
patient,39
robbery,1
continuing,13
agreement,11
restrictive,2
compensable,3
respite,4
twenty,2
podiatric,1
relating,254
abroad,4
vaccine,14
faith,4
changing,2
certificate,1
champus,61
most,7
completing,1
glaucoma,4
graduation,1
reduced,14
range,1
involving,32
allotment,4
replacement,1
posttraumatic,3
block,13
therein,7
buyingin,1
aliens,16
within,162
appropriate,134
specialpay,4
primarily,7
fairfield,3
minority,18
entitlement,28
placing,7
deoxyribonucleic,2
long,7
pharmaceuticals,21
infected,1
suit,9
paramedical,8
analyze,2
sections,10
record,3
manufacture,25
withholding,1
interagency,6
duly,5
registered,126
memory,6
immigration,5
deductions,25
properly,4
library,6
sick,1
junior,1
monthly,18
directed,2
chiropractor,1
up,21
us,7
growth,1
hypodermic,7
tpn,7
similar,24
calculated,2
model,1
widowers,2
associated,27
defined,3
nepotism,1
lowincome,74
unsafe,1
exend,1
engineering,1
warning,30
curb,2
nondiscriminatory,2
organizational,1
overthecounter,4
denying,2
kidney,16
cotton,1
liberalize,43
pentoxide,1
decedents,2
amounts,72
crypt,1
inequities,1
osteopathy,4
preventing,5
application,53
bear,2
transport,2
income,181
department,157
proposal,1
opiates,1
revision,1
users,3
calculating,2
gross,80
problems,48
visits,32
prepared,2
regulations,29
meaning,7
restoration,1
allowing,5
reservation,2
reinsurance,13
meals,9
structure,52
deterrence,1
e,1
valuables,4
consumer,31
age,85
required,67
resolving,1
departments,9
federally,43
attaining,2
enrolled,7
retardation,12
failures,1
flexible,7
requires,1
receive,28
initiating,1
once,9
samoa,1
code,1172
partial,1
leadbased,3
incorporate,16
issued,4
broaden,38
existing,67
alien,7
dioxins,2
hepatitis,5
adjustment,12
contributions,49
centers,276
gi,1
excludes,1
breached,2
animal,3
disabling,2
concerned,12
young,3
suits,11
intensive,1
excluded,2
expeditious,1
include,454
indicating,1
ingredient,2
ionizing,16
labels,3
presently,108
miners,4
acreage,1
enrollments,3
practicing,1
surgeon,4
continued,59
minerals,20
categories,10
arrange,6
timely,4
entire,7
transmission,2
experiencing,7
compassionate,1
fewer,1
catastrophes,16
fractions,4
inspection,27
enforce,1
compensated,6
reinsure,10
abortion,2
demonstrations,5
licensed,96
recruitment,28
traveling,2
licenses,2
acid,3
universities,20
index,2
developed,13
power,2
giving,11
assisted,4
reaching,7
rescheduling,1
cell,6
inpatients,15
waiting,2
capital,11
nicholas,1
nails,12
reporting,20
can,4
body,3
completion,11
disincentives,1
desires,2
exchange,12
unauthorized,1
prescribe,5
telecaption,1
poverty,1
separation,11
others,13
consideration,17
selfemployed,10
federalprovince,1
technical,11
involved,16
hiroshima,5
resulting,22
insulin,8
opinion,2
residents,38
honor,2
patents,19
fulfill,1
examinations,37
claim,1
centum,17
offset,2
private,113
outcomes,3
decrease,6
names,12
motor,2
lodging,17
apply,17
tools,5
selfinsured,1
use,122
fee,27
usc,14
consumption,7
illegal,6
dietitian,35
ministers,13
next,11
assuring,22
examination,5
postretirement,1
vehicle,2
afforded,4
themselves,3
panel,1
yugoslavian,1
possession,2
parliament,15
dentists,38
comparison,5
becomes,22
patrol,2
occurred,5
cooperate,1
veteransadministration,1
train,35
dentistry,2
coinsurance,37
iii,4
appointed,6
women,51
account,16
animals,4
this,5
clients,6
publications,1
accrued,3
meet,39
closing,8
rehabilitation,133
control,132
proprietary,21
tar,4
providers,103
process,18
allowed,57
tax,221
purposes,1116
pieces,1
high,24
effectively,16
periodicinterimpayment,2
uncompensated,5
nontherapeutic,1
educational,28
united,4
syndrome,36
defective,2
six,4
arrangement,1
delay,7
located,13
responsibilities,1
brevard,2
bilingual,5
hormones,1
instead,5
counterfeit,1
establishment,297
interfund,1
proven,1
stock,1
profile,2
administrator,125
psychosurgery,6
attend,2
collection,10
abuse,206
preferred,3
monitoring,2
aphakia,2
addons,1
manpower,40
counter,2
contraceptives,1
chief,15
allow,88
healthcare,44
addiction,8
semiindependent,6
divided,1
furnish,40
onefourth,1
galveston,5
vaccinations,1
institutional,6
altogether,3
produced,5
own,16
including,125
modified,2
agricultural,6
contaminated,2
regions,1
negotiated,11
exclusion,14
la,5
mycotic,1
surgeons,11
accredited,3
labor,25
papanicolaou,24
mellitus,6
permanent,49
degrees,2
biomedical,32
inspecting,5
communication,5
pensioners,2
covered,217
criminal,5
intermediatecare,5
pending,1
physicians,284
greater,31
enemy,1
practice,27
functional,2
cutting,15
burley,1
front,1
impaired,4
day,31
applicants,8
diethylstilbestrol,5
outofpocket,8
university,14
countries,1
identified,8
merge,9
latvia,3
shortage,16
disregard,2
accounts,7
eprovinces,7
recentlyenacted,1
expressly,7
prevailing,3
commonwealth,11
preestablished,1
subluxation,1
programmed,3
buildings,4
related,210
aggravated,4
deficiency,13
measure,2
maternal,41
bay,2
agriculture,4
special,115
out,36
category,4
unlawful,18
extenders,22
settlement,6
impartial,3
socalled,3
postpone,4
cause,20
red,5
disclose,12
dmso,4
eighty,2
churning,1
activity,23
payroll,3
consortiums,6
clarify,53
york,2
physicianandhospital,1
regulatory,20
organ,24
receipts,7
vietnamera,6
certifications,3
organic,4
prepare,4
determining,66
could,11
paraphernalia,1
diminished,22
feasible,10
illicit,1
length,1
allied,40
qualification,1
qualifying,1
retain,4
parallel,1
retail,15
facilitate,22
stimulate,5
hospitalbased,3
degree,6
prospective,48
payor,7
containments,1
dementia,3
owned,8
immunotherapy,1
fluecured,1
improving,28
improvements,38
representations,5
owner,8
quality,81
legislative,5
clearinghouse,10
management,18
deceptive,2
publication,10
practitioners,44
parturient,7
durable,17
longtermcare,11
system,240
relations,13
realistically,2
priority,3
their,264
attack,66
intermediate,92
gainful,3
santa,2
ounce,2
burial,2
chemotherapy,4
final,1
interests,8
enforcement,54
swingbed,6
alopecia,2
postgraduate,4
completed,2
acquire,1
contribute,5
intentional,1
lists,1
environmental,3
reflecting,2
manipulation,1
july,8
morbidity,3
institution,34
updating,11
hearings,5
hospices,3
parenterally,1
chiropractic,23
infectious,2
submitted,10
limiting,3
patients,188
arc,2
malpractice,67
providing,117
collecting,2
sweeteners,1
hospitalaffiliated,3
borrowing,9
partnership,1
vaccinerelated,4
allotments,2
tide,5
thereto,74
have,89
need,39
turn,10
demonstration,152
issue,1
sprinkler,45
inform,4
agency,17
able,1
subdivisions,4
mechanism,8
contact,1
reservist,1
relatives,9
concerns,8
histoplasmosis,2
which,601
reactions,5
nonsmoking,1
korean,2
antifraud,5
pharmacist,5
accuracy,3
venereal,6
optometry,8
unless,18
combat,27
snuff,1
who,292
harmful,4
digestive,64
connected,14
psychiatry,2
device,2
expired,3
payment,619
nonprescription,1
vitamins,21
delivery,136
deny,6
placement,1
consequences,22
insured,15
request,4
disease,190
brought,5
proceedings,6
artificially,1
normally,3
selection,3
supplementals,1
supported,6
terminate,11
chapters,2
recentlyapproved,2
planning,98
soldiers,4
socialist,3
principal,9
ear,1
based,29
earned,2
multipurpose,9
transplants,8
controls,34
employer,11
terminal,1
entities,25
originally,2
provincement,6
employed,38
local,46
secretaries,1
mortality,8
regularly,2
prosecute,14
sued,1
handle,1
cooperation,20
pharmacology,23
purchasing,23
czechoslovakia,4
prohibition,4
joint,6
october,10
misbranded,5
coordinating,3
timing,3
applying,2
audiologists,2
procedures,66
statutes,9
areas,82
committees,3
exportation,13
ended,4
differential,28
taxes,53
allocate,1
osteopathic,2
employee,44
renewable,22
uniformed,141
strengthened,5
requirement,87
omission,1
constructing,21
acquired,20
catastrophic,132
national,798
differentials,1
humans,4
freeze,22
officials,1
operated,41
audits,6
danger,1
imposition,8
reform,34
nuclear,9
recalibration,1
checkups,13
xray,7
written,8
identification,13
closed,2
routine,33
progress,1
counselor,2
kidneys,2
sold,24
comparable,1
ability,26
beverages,43
agencies,126
efficiency,11
excludable,3
approval,34
impairments,3
optional,21
problem,10
restrictions,24
limits,42
career,15
inoculation,2
taking,2
equal,9
drug,754
assure,131
admit,1
transplantation,15
importers,1
safely,1
jersey,5
otherwise,117
comment,2
adjusted,20
dementias,1
lithuania,3
migrant,14
packaging,1
maximize,2
respect,280
allocated,1
overpayment,1
undergraduate,8
citizenship,3
provinces,308
discrimination,4
arbitrary,1
trademark,2
genetic,14
twopercent,1
agreements,15
compensating,6
restrain,5
enlarging,1
curtail,2
chronicare,1
provincen,5
remedies,2
arises,4
controlled,32
commuter,1
thirdyear,3
transfusion,2
orange,11
accident,9
expenditure,2
resort,7
suspension,2
smoking,36
assessments,1
present,18
volunteer,5
homes,166
therefor,14
atmospheric,3
survey,18
means,2
examine,9
value,1
will,180
expiration,4
deregulation,3
deductible,148
extracts,1
intrahmo,3
va,13
drgpayment,2
examiner,1
resident,4
vi,14
duplicative,4
restructure,5
encouragement,14
excessively,4
properties,3
lifetime,2
sarcoma,1
inspector,5
waivers,2
parent,4
cremation,1
recipients,22
generic,9
privileges,4
radiation,52
proceeds,11
member,23
adverse,9
parts,10
northwest,4
units,17
party,1
residing,16
injured,4
spell,2
columbia,7
emotionally,1
canadians,106
upon,32
effect,28
issuance,43
student,19
requests,3
expand,128
diabetes,101
audit,15
compendium,15
lupus,12
appropriated,11
undertakes,1
center,65
i,35
approve,6
colour,2
ingredients,2
well,7
procurement,15
equitable,13
catastrophically,1
experimental,17
redeemable,2
administered,8
undertaken,1
arising,5
restore,10
excise,48
noncompensable,3
less,7
accurate,1
executive,13
domestic,6
obtain,14
sources,2
clinic,28
elemental,1
protecting,2
narcotics,4
coordination,11
superfund,1
rapid,1
residential,31
drunk,1
drawback,1
capabilities,2
pastdue,2
poweroperated,1
add,19
regents,2
extends,2
attractive,3
citizen,2
sixtyfive,2
successor,1
amputations,2
acted,1
enact,3
disenrollments,3
tests,36
increased,20
provisions,211
government,104
muscularskeletal,1
republics,1
increases,46
five,6
immediately,6
devises,1
name,50
loss,4
displaced,34
necessary,39
like,1
chairs,1
carryback,1
admitted,2
taxpayers,17
tennessee,2
payments,167
surgery,49
lose,14
become,7
page,1
therapeutic,19
benefitsso,1
parity,1
exceed,5
because,45
immunizations,1
actuarial,3
authority,156
mosquitoes,1
hair,1
treadmills,1
export,9
promulgate,2
proper,1
home,667
halifax,5
supportive,22
employment,11
allinclusive,1
recognition,4
assisting,2
avoid,5
does,6
inflammation,2
economical,1
therapists,2
reimbursements,10
nonsmokers,2
limitations,63
manifesting,2
retirements,1
schedule,28
psychotrophic,1
monetary,5
expansion,26
hemodialysis,4
pressure,3
expire,1
pharmacies,6
confidential,2
misrepresentation,1
loans,53
preventative,4
homemaker,2
stage,9
gained,1
about,6
rare,2
boards,3
extension,31
freedom,27
dependence,7
recognized,5
dependency,10
safetycode,1
glasses,1
distressed,6
revise,384
refiling,1
rendered,26
childrens,10
commitment,1
repair,8
assess,1
chronic,22
guard,21
congregate,34
lung,20
female,2
registration,14
terminated,5
additional,156
adolescent,8
transfer,36
housing,84
deficiences,1
disapproval,2
overtime,1
accountant,2
notices,1
vas,1
carcinogenic,1
beverage,3
building,2
revised,3
taxfree,1
aircraft,4
funds,90
tobaccorelated,1
communitybased,10
but,20
administrators,18
anesthetists,7
construction,112
plague,1
goals,4
automated,3
domiciliary,31
highest,1
memphis,1
constitute,2
made,165
microvascular,1
whether,51
dangerous,9
official,4
variations,1
acuity,2
placed,2
below,2
limit,60
duties,1
infants,16
demonstrate,3
distribution,61
piece,3
marketplace,1
deaths,2
nurses,135
inadequate,1
tissues,1
dissemination,13
phenoxy,4
periods,7
relates,4
education,371
autism,7
inc,5
effected,3
functions,8
revocation,7
promulgation,2
corporation,2
percent,50
drugs,482
stockpile,1
branch,9
better,1
u,1
erythematosis,5
francisco,5
kinds,1
noninstitutional,4
thereafter,1
june,15
variation,1
pumps,2
inflation,1
tamperresistant,1
repeal,152
disclosure,11
union,3
incurred,48
exposure,24
contraceptive,4
parttime,6
opportunistic,8
pools,3
factors,6
kidneyrelated,4
rule,2
intentionally,1
portion,2
federallyoperated,1
pension,3
diagnosis,115
rural,148
accidents,7
retirees,1
